brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
21516,Kirkland Signature / Costco Wholesale Corporation,1320289665,3,4,4,ngeunit1,Witbier,2.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1248045064,4.5,3.5,4,josiahschlender,American Amber / Red Ale,4,3.5,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1246911932,4,3.5,4,jimmybryght,American Amber / Red Ale,4.5,4,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1246652580,3.5,3.5,3.5,jeffjeff1,American Amber / Red Ale,3,3,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1245206803,4,3,3.5,Japerrault,American Amber / Red Ale,4,3.5,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1243403507,4,4,2.5,originalsin,American Amber / Red Ale,3,3.5,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1241908372,3.5,2,3,illidurit,American Amber / Red Ale,3,2.5,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1237424044,4,4,4,Troyone,American Amber / Red Ale,4,3.5,Kirkland Signature Amber Ale,5.7,48556
21516,Kirkland Signature / Costco Wholesale Corporation,1323549705,2,2,2,kbutler1,Witbier,2,2,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1322995399,2,2,3,dgilks,Witbier,2.5,1.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1322704689,3.5,2.5,4,Gambrinus1184,Witbier,3,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1317351238,2,2.5,3.5,JackieTH,Witbier,2,2,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1314040949,3,3,3,SmokinSmyth,Witbier,2.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1313661586,2,2,2,harrymel,Witbier,2,2,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1313200547,3.5,3,3.5,zeff80,Witbier,3.5,3.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1313034442,3.5,3.5,3.5,tito42,Witbier,3,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1311991996,3,3.5,3,jondeelee,Witbier,2.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1311313831,3,3.5,2,Bockrules,Witbier,3.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1309588918,2.5,3.5,3,jsprain1,Witbier,1.5,4,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1308612813,3,3,3.5,iSip,Witbier,3.5,3.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1306781824,2,3,2.5,gpogo,Witbier,3.5,2.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1305945349,3.5,3.5,3.5,schoolboy,Witbier,4,4,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1305330932,3,3,3,cpolking,Witbier,2,3.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1305158717,3.5,3.5,4,BilbosNuts,Witbier,3,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1303951851,3,3,3,HUXC,Witbier,2.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1302331413,3.5,3.5,4,Justin23060,Witbier,4,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1300923208,2,2,3.5,engagechad,Witbier,3.5,2.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1300504807,3.5,3,3,HalfFull,Witbier,2.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1299733065,3,3.5,3.5,jerskine,Witbier,3.5,3,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1298519489,4,3.5,3.5,chinchill,Witbier,4,3.5,Kirkland Signature Belgian White,5.4,66603
21516,Kirkland Signature / Costco Wholesale Corporation,1301375301,3.5,2.5,4,Snow81,Hefeweizen,2.5,5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1299988643,2,2,4,washburnkid,Hefeweizen,2,1.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1299967205,3,3,3.5,afinepilsner,Hefeweizen,3,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1298859147,4,3,4,wcintula,Hefeweizen,3,3.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1297104784,4,4,4,iSip,Hefeweizen,4,4,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1295232058,4,2.5,3,mountsnow1010,Hefeweizen,4,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1293522291,2.5,2,3,notsoprobeer,Hefeweizen,2,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1290199356,3,2.5,3.5,scruffwhor,Hefeweizen,3,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1288733659,3,3,2.5,FosterJM,Hefeweizen,3,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1285901025,3,3,2,HugePlume,Hefeweizen,3,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1272746409,2,2,3.5,NeutroMan,Hefeweizen,2.5,2,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1285898936,3.5,3,3,unojuno,Hefeweizen,2.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1284585784,3.5,3,2.5,BeerResearcher,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1284187820,3.5,3,3,TMoney2591,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1284135726,3.5,2.5,3,Vdubb86,Hefeweizen,3,2,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1283738202,3,2,3,Khazadum,Hefeweizen,3,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1282268644,3.5,3,3.5,wingman14,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1281982005,3,3,3,Georgiabeer,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1281808842,2.5,2.5,3,gkunkle,Hefeweizen,3.5,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1281475659,4,3,3.5,nickadams2,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
60,Cooperstown Brewing Company,1003836659,5,4,5,John,English Stout,4,5,Strike Out Stout,4.6,178
21516,Kirkland Signature / Costco Wholesale Corporation,1278813688,3,2.5,3.5,Gmann,Hefeweizen,3,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1277675425,2.5,3.5,4,GregBlatz,Hefeweizen,4,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1276481336,3.5,2.5,3.5,MikeBrandman,Hefeweizen,3,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1276238899,1.5,2,3,PEBKAC,Hefeweizen,2.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1275516611,3,2,3.5,GDBEERMAN,Hefeweizen,2.5,3.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1274748711,3.5,3,3.5,biggred1,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1271462782,4,3.5,3,puboflyons,Hefeweizen,3.5,3.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1271023693,3.5,4.5,4.5,RJLarse,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1271012924,3,2.5,2.5,colts9016,Hefeweizen,3,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1270598570,3,1.5,3,sweemzander,Hefeweizen,3,1.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1270166556,4,3,4,jwc215,Hefeweizen,3.5,3.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1269723956,4,2,2,unclejimbay,Hefeweizen,3,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1269390960,3,2,2.5,BeerFMAndy,Hefeweizen,3,2,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1265773268,3,3.5,4,Billolick,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1265335443,2.5,3,3,bevenson,Hefeweizen,4,3,Kirkland Signature Hefeweizen,5.5,48519
3282,Brasserie La Binchoise (Malterie des Remparts),1184335129,2.5,3,3,Brent,Belgian Strong Dark Ale,3,3,La Binchoise Brune Tradition,8.2,7694
21516,Kirkland Signature / Costco Wholesale Corporation,1264194097,4.5,3.5,3.5,josiahschlender,Hefeweizen,4,4,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1264114116,4,2.5,3.5,ghebel,Hefeweizen,3.5,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1262660374,4,3.5,4,Ek0nomik,Hefeweizen,4,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1261764103,4,4,4,olegv40,Hefeweizen,4,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1257574797,2.5,2.5,3,spencerw,Hefeweizen,2.5,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1257462024,3,1.5,3.5,bonkers,Hefeweizen,2.5,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1256088712,3,3,4,Bookseeb,Hefeweizen,3,2.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1251691631,2,3,3.5,Arbitrator,Hefeweizen,2,3,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1246903597,3,3.5,3.5,jeffjeff1,Hefeweizen,3,4,Kirkland Signature Hefeweizen,5.5,48519
1386,Harmon Restaurant & Brewery,1314557143,4,4,4,barleywinefiend,American IPA,4,4,American Oak Aged Pt Defiance IPA,,58127
21516,Kirkland Signature / Costco Wholesale Corporation,1243400194,3,3,4,originalsin,Hefeweizen,3,3.5,Kirkland Signature Hefeweizen,5.5,48519
21516,Kirkland Signature / Costco Wholesale Corporation,1237336272,3.5,4,4,Troyone,Hefeweizen,4,3.5,Kirkland Signature Hefeweizen,5.5,48519
3282,Brasserie La Binchoise (Malterie des Remparts),1260982145,4,3.5,4,wl0307,Belgian Strong Dark Ale,4,4,Gribousine D'Hiver,8.5,26007
3282,Brasserie La Binchoise (Malterie des Remparts),1149521608,4,3.5,4,Bitterman,Belgian Strong Dark Ale,3.5,4,Gribousine D'Hiver,8.5,26007
3282,Brasserie La Binchoise (Malterie des Remparts),1145558608,2,2.5,2.5,stcules,Belgian Strong Dark Ale,2,2,Gribousine D'Hiver,8.5,26007
3282,Brasserie La Binchoise (Malterie des Remparts),1127585000,3.5,4,3.5,paterlodie,Belgian Strong Dark Ale,4,4,Gribousine D'Hiver,8.5,26007
3282,Brasserie La Binchoise (Malterie des Remparts),1314668146,4,4,4,Knapp85,Belgian Strong Pale Ale,3.5,3.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1312004914,4,4.5,4,jdnovato,Belgian Strong Pale Ale,3.5,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1306099129,3,3,3,BlackHaddock,Belgian Strong Pale Ale,3,3,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1268800036,4.5,4,3,belenita,Belgian Strong Pale Ale,4,4.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1266946617,3.5,4,3.5,ThaCreep,Belgian Strong Pale Ale,3.5,3.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1233805956,3.5,3.5,4.5,Phyl21ca,Belgian Strong Pale Ale,3.5,3.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1203130233,4.5,4,4,Graham5161986,Belgian Strong Pale Ale,4,4.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1195076059,3.5,3.5,3.5,thierrynantes,Belgian Strong Pale Ale,3.5,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1171175531,5,4,4.5,soulgrowl,Belgian Strong Pale Ale,4.5,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1142657883,3.5,3,4,colebenoit,Belgian Strong Pale Ale,2,3.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1140876675,3,3.5,3.5,weeare138,Belgian Strong Pale Ale,3,3.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1135149825,3.5,4,3.5,Absumaster,Belgian Strong Pale Ale,3,3.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1134109009,3.5,3.5,3,GClarkage,Belgian Strong Pale Ale,3.5,3,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
1386,Harmon Restaurant & Brewery,1314240683,3,3,3,barleywinefiend,American Amber / Red Ale,3.5,3.5,Imperial Red Ale,,72428
3282,Brasserie La Binchoise (Malterie des Remparts),1115800955,4,4,4,feloniousmonk,Belgian Strong Pale Ale,4.5,4.5,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1114458447,4,4,4,paterlodie,Belgian Strong Pale Ale,4.5,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1096839577,3.5,4,4,TheLongBeachBum,Belgian Strong Pale Ale,4,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1094487628,4,4,4,canucklehead,Belgian Strong Pale Ale,4,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1093831893,3.5,4.5,3.5,stephenlouis,Belgian Strong Pale Ale,4,4,La Binchoise Bi̬re Des Ours (Berenbier),8.4,13152
3282,Brasserie La Binchoise (Malterie des Remparts),1157953283,3.5,3.5,4,BDTyre,Belgian Pale Ale,3.5,3,La Binchoise La Belge Biere Speciale,5,20022
3282,Brasserie La Binchoise (Malterie des Remparts),1139512545,3.5,3,3.5,paterlodie,Belgian Pale Ale,2.5,3,La Binchoise La Belge Biere Speciale,5,20022
3282,Brasserie La Binchoise (Malterie des Remparts),1305402279,2,2.5,2.5,BlackHaddock,Tripel,2,2,La Binchoise Triple,8.5,61003
3282,Brasserie La Binchoise (Malterie des Remparts),1281726960,2.5,3.5,4,ThaCreep,Tripel,4,3.5,La Binchoise Triple,8.5,61003
3282,Brasserie La Binchoise (Malterie des Remparts),1293832430,3.5,3,4,Mora2000,Tripel,3.5,3.5,Belgoo Arbo,8.1,64924
3282,Brasserie La Binchoise (Malterie des Remparts),1322602772,4,4.5,3.5,danedelman,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1174882583,3.5,4,3.5,Poser,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1322538990,2.5,2,3.5,TMoney2591,Belgian Strong Dark Ale,2.5,2.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1322117688,3.5,4,2.5,wordemupg,Belgian Strong Dark Ale,3.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1320688936,4,4,4,mrfrancis,Belgian Strong Dark Ale,3.5,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1320101947,4,4,3,Squelch,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1314547110,4,4.5,4,adam42381,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1312302086,4,4,4,GDBEERMAN,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1299807650,3,3,3.5,biboergosum,Belgian Strong Dark Ale,3.5,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1283747011,4,3.5,4,elricorico,Belgian Strong Dark Ale,3.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1273261557,3,3.5,4,ThaCreep,Belgian Strong Dark Ale,4,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1255393659,4.5,4,4,sound67,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1170621422,2,2.5,3,Jwaks,Belgian Strong Dark Ale,2.5,2,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1254521543,4.5,4.5,4,jjayjaye,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1241917385,4,3.5,4,zeff80,Belgian Strong Dark Ale,3.5,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1236363170,3.5,3,4,Naugled,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1234380582,4.5,4.5,4,wl0307,Belgian Strong Dark Ale,4.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1232772226,4,4,4,jwc215,Belgian Strong Dark Ale,4.5,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1232214575,3.5,3.5,4,Absumaster,Belgian Strong Dark Ale,3,3,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1230764401,4,4,4,far333,Belgian Strong Dark Ale,3.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1228553201,4,4,4.5,corby112,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1215629370,4,4,3.5,Phyl21ca,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1209942079,4,4,4,arizcards,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1167360598,4,3.5,3.5,Gmann,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1143936919,3,3.5,3.5,TheBungyo,Belgian Strong Dark Ale,3.5,3,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1209170381,3.5,3.5,4,Gueuzedude,Belgian Strong Dark Ale,4,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1208734252,4.5,4,4,ccrida,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1205199037,4,3.5,4,dsa7783,Belgian Strong Dark Ale,3.5,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1204508421,3.5,3,4.5,daledeee,Belgian Strong Dark Ale,4,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1200034610,3.5,3,3,watchnerd,Belgian Strong Dark Ale,3,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1196302422,3,3.5,4,HomeBrewJunkie,Belgian Strong Dark Ale,4,3,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1195832544,3.5,4,4,Slatetank,Belgian Strong Dark Ale,4,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1195666838,3,3.5,3,RiekerStarBrew,Belgian Strong Dark Ale,3.5,2.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1187147359,3,4,3.5,SkeeterHawk,Belgian Strong Dark Ale,3.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1158763185,3.5,3,3.5,yelterdow,Belgian Strong Dark Ale,3.5,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1157914026,4,3.5,4,northyorksammy,Belgian Strong Dark Ale,3,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1155932696,4.5,4.5,4,mntlover,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1154193463,3,3.5,4,cbl2,Belgian Strong Dark Ale,3,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1149203212,3.5,3.5,4,denjen,Belgian Strong Dark Ale,3.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1147914286,4,3.5,4,bigdeuce,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1145586655,3,4,4.5,palma,Belgian Strong Dark Ale,4,3,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1145315229,4,3.5,4,Billolick,Belgian Strong Dark Ale,4.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1144865482,4,4,3.5,TheEclecticGent,Belgian Strong Dark Ale,4,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1144100832,5,3.5,4,AlexJ,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1136423554,4.5,4,4,Derek,Belgian Strong Dark Ale,3.5,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1134074975,4,4.5,4,GClarkage,Belgian Strong Dark Ale,3.5,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1133323503,4,2.5,3.5,Oxymoron,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1132439733,3,3,4,KarlHungus,Belgian Strong Dark Ale,2.5,3,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1127443200,4.5,4.5,4,rodrot,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1126834540,4.5,4,4.5,brentk56,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1126035143,4,4.5,4,nsmit17,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1125220931,4,4.5,4,feloniousmonk,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1124579436,4.5,4,4.5,merlin48,Belgian Strong Dark Ale,5,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1114310524,3.5,4.5,4.5,santoslhalper,Belgian Strong Dark Ale,5,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1107046745,4.5,4.5,4,GCBrewingCo,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1105495710,4,4,4,WesWes,Belgian Strong Dark Ale,4,3.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1104765498,3.5,4,4,danadeny,Belgian Strong Dark Ale,3.5,3,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1101321270,4.5,3.5,3.5,GreenCard,Belgian Strong Dark Ale,4,4.5,La Binchoise Brune Tradition,8.2,7694
3282,Brasserie La Binchoise (Malterie des Remparts),1100883593,3.5,4,4,BrewMaster,Belgian Strong Dark Ale,4,4,La Binchoise Brune Tradition,8.2,7694
